id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	30932	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2012	1	19		Family group	South Africa	KwaZulu-Natal	Unknown	250m to the SouthWest	-2.942.150	2.998.489	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30933	Ian Little	2	Adult	Feeding	2012	2	13		Pair	South Africa	KwaZulu-Natal	Unknown		-2.967.117	2.988.625	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30934	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2012	2	17		Family group	South Africa	KwaZulu-Natal	Yorkshire Wolds		-2.928.316	2.979.970	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30935	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2012	2	17		Family group	South Africa	KwaZulu-Natal	Yorkshire Wolds		-2.928.324	2.978.405	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30936	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2012	2	17		Family group	South Africa	KwaZulu-Natal	Yorkshire Wolds		-2.929.072	2.979.061	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30937	Hercu du Preez	4	2 Adults, 2 Juveniles	Feeding	2012	4	5		Family group	South Africa	Mpumalanga	Tevreden		-2.624.614	3.016.122	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30938	Nic Uys	4	2 Adults, 2 Juveniles	Feeding	2012	3	29		Family group	South Africa	Mpumalanga	Bellevue		-2.623.294	3.031.933	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30939	Leon Grobler	2	Adult	Feeding	2012	3	4		Pair	South Africa	Mpumalanga	Smitsfield		-2.646.008	3.025.392	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30940	Japie Celliers	45	Adult	Feeding	2011	11	20		Flock (single species)	South Africa	Mpumalanga	Blaauwkop		-2.650.806	3.026.064	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30941	Japie Celliers	30	Adult	Feeding	2012	1	30		Flock (single species)	South Africa	Mpumalanga	Schimmelhoek		-2.652.500	3.029.722	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30942	Aretha Strydom	80	Adult	Feeding	2012	4	4		Flock (single species)	South Africa	Mpumalanga	Lake Banagher		-2.635.200	3.033.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30943	Visitor	5	2 Adults, 3 Chicks	Feeding	2012	3	4	Birding visitors with telescope reported 3 tiny chicks	Family group	South Africa	Mpumalanga	Wakkerstroom Wetland	Unknown distance to the South	-2.733.733	3.013.839	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30944	Rita and Bertus	5	2 Adults, 3 Chicks	Feeding	2012	3	5	Reported again - 3 tiny chicks	Family group	South Africa	Mpumalanga	Wakkerstroom Wetland	Unknown distance to the South West	-2.733.733	3.013.839	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30945	Glenn Ramke	2	Adult	Feeding	2012	3	5		Pair	South Africa	Mpumalanga	Wakkerstroom wetland	600m to the SouthEast	-2.731.503	3.013.056	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30946	Glenn Ramke	4	Adult	Feeding	2012	3	5		Flock (single species)	South Africa	Mpumalanga	Buitenzorg	250m to the North	-2.728.700	3.013.061	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30947	Glenn Ramke	28	Adult	Unknown	2012	3	5	Started with just a few birds and flock growing	Flock (single species)	South Africa	Mpumalanga	Buitenzorg	200m to the North	-2.728.700	3.013.061	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30948	Glenn Ramke	2	Adult	Feeding	2012	3	5		Pair	South Africa	Mpumalanga	Wydgelegen	700m to the North	-2.720.614	3.011.775	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30949	Glenn Ramke	4	Adult	Unknown	2012	3	5		Flock (single species)	South Africa	Mpumalanga	Fickland	450m to the West	-2.722.514	3.004.522	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30950	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2012	3	8	Can only see 2 chicks	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	250m to the SouthWest	-2.733.758	3.013.944	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30951	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2012	3	8	Mooiplaas	Family group	South Africa	Mpumalanga	Mooiplaas	300m to the SouthWest	-2.730.922	3.018.817	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30952	Glenn Ramke	2	Adult	Feeding	2012	3	8	Very far away	Pair	South Africa	KwaZulu-Natal	Jakkalsdraai	1250m to the South	-2.745.589	3.021.953	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30953	Glenn Ramke	4	2 Adults, 2 Juveniles	Feeding	2012	3	9	Rietfontein family - reported so went to see	Family group	South Africa	Mpumalanga	Rietfontein	400m to the NorthWest	-2.727.236	2.984.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30954	Louis Buys	2	Adult	Feeding	2012	3	9	Louis told me he had seen these 2 early that morning as he was cutting grass for baling and he said they were close and were not worried at all	Pair	South Africa	Mpumalanga	Rietfontein	100m to the SouthWest	-2.729.228	2.985.975	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30955	Glenn Ramke	22	Adult	Roosting	2012	3	9	On trees in dam together with approx 320 Bald Ibis	Flock (single species)	South Africa	KwaZulu-Natal	Skurveklip	300m to the East	-2.749.275	3.024.181	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30956	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2012	3	11	Mooiplaas	Family group	South Africa	Mpumalanga	Mooiplaas	450m to the SouthWest	-2.730.917	3.018.819	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30957	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2012	3	11	Roos pair - Ann and I could only see 1 chick	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	250m to the SouthEast	-2.733.678	3.013.125	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30958	Glenn Ramke	38	Adult	Unknown	2012	3	12	Flock growing	Flock (single species)	South Africa	Mpumalanga	Buitenzorg	300m to the North	-2.727.806	3.012.303	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30959	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2012	3	12	Langfontein - Davel pair	Family group	South Africa	Mpumalanga	Langfontein	600m to the SouthWest	-2.720.308	3.013.681	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30960	Glenn Ramke	2	Adult	Feeding	2012	3	12		Pair	South Africa	Mpumalanga	Langfontein	350m to the West	-2.720.228	3.013.775	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30961	Glenn Ramke	2	Adult	Feeding	2012	3	12		Pair	South Africa	Mpumalanga	Langfontein	450m to the West	-2.720.228	3.013.775	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30962	Glenn Ramke	2	Adult	Unknown	2012	3	12		Pair	South Africa	Mpumalanga	Driefontein	100m to the SouthWest	-2.728.636	3.013.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30963	Glenn Ramke	2	Adult	Feeding	2012	3	12	Maybe Wilkie pair -did not seem to nest this year	Pair	South Africa	Mpumalanga	Wakkerstroom wetland	400m to the West	-2.737.619	3.012.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30964	Glenn Ramke	5	2 Adults, 3 Chicks	Feeding	2012	3	12	Crane Cottage pair - this is SO strange - many of us have seen 2 chicks - now there are 3!	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	300m to the NorthWest	-2.737.444	3.012.419	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30965	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2012	3	13	Roos pair just 2 of the 3 hatchlings	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	250m to the West	-2.733.667	3.013.569	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30966	Glenn Ramke	2	Adult	Feeding	2012	3	14	Not sure if one of the pairs without chicks	Pair	South Africa	KwaZulu-Natal	Jakkalsdraai	300m to the South	-2.745.575	3.021.767	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30967	Glenn Ramke	2	Adult	Flying	2012	3	14	These two flew in and landed near 1 I had not until then seen, lots of ruffling, dancing then went off and other 2 as above flew in, more ruffling etc then flew to side where had seen some weeks ago with chicks - maybe still got young in reeds	Pair	South Africa	KwaZulu-Natal	Jakkalsdraai	300m to the South	-2.745.575	3.021.767	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30968	Marius Van Rensburg	4	2 Adults, 2 Juveniles	Unknown	2012	3	14	Went into mountains with herdsman but did not see the pair - he had seen them often as had the owner - suppose they juves are flying	Family group	South Africa	KwaZulu-Natal	Kromdraai		-2.742.236	3.013.403	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30969	Glenn Ramke	3	2 Adults, 1 Juvenile	Feeding	2012	3	14	Winkelhoek pair - so thrilled to see this pair from long ago - have not seen them for a few seasons	Family group	South Africa	KwaZulu-Natal	Winkelhoek	900m to the West	-2.745.428	3.011.406	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30970	Deon Klingenburg	4	2 Adults, 2 Juveniles	Unknown	2012	3	17			South Africa	Mpumalanga	Rooikraal		-2.717.278	3.061.742	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30971	Deon Klingenburg	4	2 Adults, 2 Juveniles	Unknown	2012	3	17	All these pairs were shown to me by owner Deon and manager so I could get co-ords		South Africa	Mpumalanga	Rooikraal		-2.716.764	3.063.156	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30972	Deon Klingenburg	4	2 Adults, 2 Juveniles	Unknown	2012	3	17			South Africa	Mpumalanga	Rooikraal		-2.706.425	3.063.186	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30973	Deon Klingenburg	3	2 Adults, 1 Juvenile	Unknown	2012	3	17			South Africa	Mpumalanga	Rooikraal		-2.715.236	3.062.631	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30974	Deon Klingenburg	4	2 Adults, 2 Juveniles	Unknown	2012	3	17			South Africa	Mpumalanga	Rooikraal		-2.715.208	3.060.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30975	Glenn Ramke	2	Adult	Unknown	2012	3	17	Two pairs nest on this farm but neither bred this year	Pair	South Africa	Mpumalanga	Rooikraal	200m to the East	-2.715.208	3.060.111	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30976	Glenn Ramke	2	Adult	Feeding	2012	3	17		Pair	South Africa	Mpumalanga	Uithoek	300m to the SouthEast	-2.729.617	3.047.900	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30977	Glenn Ramke	1	Adult	Feeding	2012	3	17		Single	South Africa	KwaZulu-Natal	Zuurbron	500m to the South	-2.728.442	3.042.361	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30978	Glenn Ramke	3	2 Adults, 1 Juvenile	Unknown	2012	3	18	FOUND the Mbata pair and big chick - wo pleased	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	350m to the West	-2.735.514	3.013.553	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30979	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2012	3	18	Mooiplaas pair - now crossing the road with chick	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	250m to the South	-2.731.047	3.018.792	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30980	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2012	3	18	Roos pair - just starting to be able to see little ones	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	180m to the West	-2.727.928	3.013.972	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30981	Glenn Ramke	3	2 Adults, 1 Juvenile	Flying	2012	3	21	On farm near Memel	Family group	South Africa	Mpumalanga	Uitspanning	250m to the NorthWest	-2.700.000	2.900.000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30982	Glenn Ramke	5	2 Adults, 3 Chicks	Feeding	2012	3	21	Vangers Vlei pair	Family group	South Africa	Free State	Vangers Vlei	350m to the South	-2.785.919	2.968.119	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30983	Tippie Swanepoel	3	2 Adults, 1 Juvenile	Unknown	2012	3	21	Reported by the owner that WC bred here and had a chick		South Africa	Free State	Bronkhorstlaagte		-2.756.578	2.975.581	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30984	Glenn Ramke	4	2 Adults, 2 Juveniles	Feeding	2012	3	22	Saw nest in 2010 - same farm could see family from road	Family group	South Africa	Free State	Tevrede	900m to the South	-2.761.436	2.960.650	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30985	Mrs Vermaak	2	Adult	Unknown	2012	3	22	Owner reported 2 pairs breeding GCC on 2 wetlands - not sure of the name but think it is the one I have filled in		South Africa	Free State	Seekooivleipoort		-2.759.042	2.961.292	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30986	Glenn Ramke	2	Adult	Feeding	2012	3	22		Pair	South Africa	Free State	Revine	250m to the East	-2.753.719	2.973.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30987	Glenn Ramke	2	Adult	Feeding	2012	3	22		Pair	South Africa	Free State	Revine	250m to the East	-2.753.719	2.973.333	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30988	Glenn Ramke	2	Adult	Feeding	2012	3	24		Pair	South Africa	Mpumalanga	Unknown	250m to the NorthWest	-2.731.611	3.013.322	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30989	Glenn Ramke	2	Adult	Feeding	2012	3	24		Pair	South Africa	Mpumalanga	Unknown	250m to the North	-2.728.694	3.013.183	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30990	Glenn Ramke	2	Adult	Feeding	2012	3	24		Pair	South Africa	Mpumalanga	Unknown	800m to the West	-2.728.481	3.014.528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30991	Glenn Ramke	2	Adult	Feeding	2012	3	24		Pair	South Africa	Mpumalanga	Unknown	150m to the South	-2.712.139	3.024.575	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30992	Glenn Ramke	3	2 Adults, 1 Juvenile	Unknown	2012	3	24	Boven Vallei pair - owner saw pair with 2 chicks in Dec not sure if this pair or was another as not quite where they said	Family group	South Africa	Mpumalanga	Boven Vallei	80m to the NorthEast	-2.712.906	3.025.669	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30993	Glenn Ramke	2	Adult	Feeding	2012	3	24		Pair	South Africa	Mpumalanga	Boven Vallei	150m to the West	-2.712.433	3.024.814	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30994	Glenn Ramke	1	Adult	Feeding	2012	3	26		Single	South Africa	Mpumalanga	Buitenzorg	100m to the East	-2.727.775	3.011.650	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30995	Glenn Ramke	4	2 Adults, 2 Juveniles	Feeding	2012	3	26	Schoongezicht pair	Family group	South Africa	Mpumalanga	Schoongezicht	600m to the West	-2.725.236	3.006.339	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30996	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2012	3	26	Meinheim pair	Family group	South Africa	Mpumalanga	Meinheim	1000m to the South	-2.725.167	3.006.728	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30997	Glenn Ramke	24	Adult	Flying	2012	3	28		Flock (single species)	South Africa	KwaZulu-Natal	Kromellenboog	Unknown distance to the East	-2.747.231	3.027.178	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
